age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,nr.employed,y
58,retired,divorced,university.degree,no,yes,no,telephone,may,mon,4,999,0,nonexistent,93.994,-36.4,5191.0,0
35,blue-collar,married,basic.9y,no,,,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
49,blue-collar,married,basic.4y,,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
49,blue-collar,married,basic.4y,,yes,no,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
30,student,single,professional.course,no,no,yes,cellular,apr,fri,2,999,1,failure,93.075,-47.1,5099.1,0
41,self-employed,married,basic.9y,no,no,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
43,admin.,married,university.degree,,yes,no,telephone,may,thu,10,999,0,nonexistent,93.994,-36.4,5191.0,0
51,entrepreneur,divorced,university.degree,no,yes,no,telephone,nov,wed,3,999,0,nonexistent,93.2,-42.0,5195.8,0
42,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,6,999,0,nonexistent,93.918,-42.7,5228.1,0
28,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
41,management,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,93.994,-36.4,5191.0,0
45,admin.,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
60,admin.,married,high.school,no,no,no,cellular,oct,tue,1,999,1,failure,94.601,-49.5,4963.6,1
34,admin.,single,university.degree,,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
25,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,2,999,0,nonexistent,93.918,-42.7,5228.1,0
41,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
41,technician,married,professional.course,,no,no,telephone,may,mon,3,999,0,nonexistent,93.994,-36.4,5191.0,0
55,blue-collar,married,basic.9y,,no,yes,cellular,may,tue,7,999,0,nonexistent,92.893,-46.2,5099.1,1
50,technician,married,basic.9y,no,no,no,cellular,nov,fri,1,999,0,nonexistent,93.2,-42.0,5195.8,1
29,blue-collar,married,high.school,no,yes,no,telephone,may,tue,3,999,0,nonexistent,93.994,-36.4,5191.0,0
39,services,married,high.school,no,yes,no,telephone,apr,fri,1,999,0,nonexistent,93.075,-47.1,5099.1,0
40,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,6,999,0,nonexistent,93.2,-42.0,5195.8,0
52,blue-collar,single,basic.4y,no,,,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
52,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,93.444,-36.1,5228.1,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,94.027,-38.3,4991.6,1
55,services,married,basic.4y,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
29,admin.,single,high.school,no,yes,no,telephone,may,thu,6,999,0,nonexistent,92.893,-46.2,5099.1,0
50,housemaid,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
30,management,divorced,university.degree,no,no,yes,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
28,unemployed,married,basic.9y,no,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
45,admin.,married,university.degree,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,92.893,-46.2,5099.1,1
65,retired,married,high.school,no,yes,no,cellular,oct,thu,5,3,1,success,94.601,-49.5,4963.6,0
40,admin.,married,high.school,no,no,yes,telephone,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
56,blue-collar,single,basic.4y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
50,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,92.893,-46.2,5099.1,0
26,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
40,entrepreneur,married,basic.6y,,no,no,telephone,jun,thu,2,999,0,nonexistent,94.465,-41.8,5228.1,0
52,management,divorced,university.degree,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,94.465,-41.8,5228.1,0
36,blue-collar,single,basic.6y,,yes,no,telephone,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,1
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
47,services,divorced,basic.9y,,no,no,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
45,unemployed,divorced,basic.6y,no,,,cellular,may,wed,3,999,0,nonexistent,92.893,-46.2,5099.1,0
25,unemployed,married,high.school,no,no,no,cellular,jun,thu,2,999,0,nonexistent,92.963,-40.8,5076.2,0
43,blue-collar,married,basic.6y,,yes,no,telephone,may,mon,4,999,0,nonexistent,93.994,-36.4,5191.0,0
39,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,1,13,1,success,93.369,-34.8,5008.7,0
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,4,999,0,nonexistent,93.994,-36.4,5191.0,0
31,self-employed,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
30,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,93.918,-42.7,5228.1,0
48,blue-collar,married,basic.4y,,yes,no,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
23,services,married,high.school,no,no,no,cellular,may,wed,1,999,1,failure,92.893,-46.2,5099.1,0
37,blue-collar,married,basic.9y,,,,cellular,may,mon,3,999,1,failure,92.893,-46.2,5099.1,0
36,management,married,university.degree,no,no,no,cellular,jun,mon,4,999,0,nonexistent,92.963,-40.8,5076.2,1
38,technician,divorced,high.school,no,yes,yes,cellular,apr,thu,3,999,1,failure,93.075,-47.1,5099.1,0
39,services,married,high.school,no,no,no,cellular,sep,tue,1,999,0,nonexistent,92.379,-29.8,5017.5,1
31,management,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,92.201,-31.4,5076.2,0
36,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,93.876,-40.0,5008.7,1
26,student,single,high.school,no,yes,no,telephone,oct,mon,1,999,0,nonexistent,94.601,-49.5,4963.6,0
42,admin.,married,professional.course,,yes,yes,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
30,technician,single,professional.course,no,no,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,92.893,-46.2,5099.1,0
44,blue-collar,married,basic.4y,,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
24,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
26,technician,single,professional.course,no,yes,no,cellular,may,thu,1,999,0,nonexistent,92.893,-46.2,5099.1,0
47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
59,retired,married,basic.9y,no,yes,yes,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
56,technician,married,professional.course,,yes,no,telephone,jun,thu,2,999,0,nonexistent,94.465,-41.8,5228.1,0
27,admin.,married,university.degree,no,yes,no,cellular,sep,tue,2,6,2,failure,92.379,-29.8,5017.5,1
48,technician,married,high.school,no,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
63,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,1,3,1,success,92.379,-29.8,5017.5,1
55,blue-collar,married,basic.4y,,yes,no,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
49,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
32,admin.,married,high.school,no,yes,no,telephone,jul,mon,3,999,0,nonexistent,93.918,-42.7,5228.1,0
51,admin.,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
53,technician,married,professional.course,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,92.201,-31.4,5076.2,0
39,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,93.444,-36.1,5228.1,0
38,technician,married,basic.9y,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,93.2,-42.0,5195.8,0
39,technician,married,professional.course,,yes,yes,telephone,jun,wed,1,999,0,nonexistent,94.465,-41.8,5228.1,0
39,admin.,married,university.degree,,yes,no,telephone,jul,wed,4,999,0,nonexistent,93.918,-42.7,5228.1,0
37,technician,married,professional.course,no,yes,no,telephone,may,thu,2,999,0,nonexistent,93.994,-36.4,5191.0,0
39,technician,married,professional.course,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
31,admin.,single,high.school,no,no,no,telephone,nov,fri,3,999,1,failure,92.649,-30.1,5017.5,0
50,management,married,university.degree,no,no,no,telephone,sep,tue,1,999,0,nonexistent,94.199,-37.5,4963.6,0
52,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
31,services,divorced,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,93.075,-47.1,5099.1,0
53,retired,divorced,basic.4y,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
36,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
37,blue-collar,single,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
32,self-employed,single,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
40,admin.,single,professional.course,no,yes,no,cellular,may,tue,1,999,1,failure,92.893,-46.2,5099.1,0
54,admin.,married,university.degree,no,,,telephone,may,thu,3,999,0,nonexistent,93.994,-36.4,5191.0,0
34,admin.,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
40,services,single,high.school,no,yes,no,cellular,apr,thu,2,999,1,failure,93.075,-47.1,5099.1,0
29,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,0
85,housemaid,married,basic.4y,,no,no,cellular,apr,tue,6,6,1,success,93.749,-34.6,5008.7,1
27,student,single,high.school,no,no,no,telephone,oct,tue,1,999,0,nonexistent,94.601,-49.5,4963.6,0
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,93.075,-47.1,5099.1,0
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,94.465,-41.8,5228.1,0
38,services,single,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
34,technician,divorced,professional.course,no,no,no,cellular,jul,tue,5,999,0,nonexistent,93.918,-42.7,5228.1,0
56,retired,married,basic.9y,no,yes,yes,telephone,may,wed,4,999,0,nonexistent,93.994,-36.4,5191.0,0
34,admin.,married,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,0
50,admin.,divorced,university.degree,,no,yes,cellular,jul,mon,9,999,0,nonexistent,93.918,-42.7,5228.1,0
24,services,single,high.school,no,no,no,cellular,jun,wed,1,999,0,nonexistent,92.963,-40.8,5076.2,0
31,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,7,999,0,nonexistent,93.918,-42.7,5228.1,0
51,services,married,high.school,,yes,no,telephone,jun,mon,8,999,0,nonexistent,94.465,-41.8,5228.1,0
41,technician,married,high.school,no,no,no,cellular,aug,mon,2,999,0,nonexistent,93.444,-36.1,5228.1,1
31,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,93.444,-36.1,5228.1,0
33,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,93.994,-36.4,5191.0,0
44,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,94.465,-41.8,5228.1,0
34,services,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
50,technician,single,university.degree,no,no,no,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
81,housemaid,married,basic.4y,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,92.431,-26.9,5017.5,0
35,blue-collar,married,basic.6y,,yes,no,cellular,may,thu,1,999,1,failure,92.893,-46.2,5099.1,0
30,technician,married,university.degree,no,yes,yes,cellular,jul,mon,4,999,0,nonexistent,94.215,-40.3,4991.6,1
45,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
28,student,single,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
38,technician,single,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,93.2,-42.0,5195.8,0
42,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,fri,4,999,0,nonexistent,93.918,-42.7,5228.1,0
32,admin.,single,university.degree,no,,,telephone,nov,mon,3,7,1,success,92.649,-30.1,5017.5,0
47,admin.,married,basic.9y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,94.465,-41.8,5228.1,0
50,admin.,divorced,university.degree,no,yes,no,telephone,nov,mon,2,999,1,failure,93.2,-42.0,5195.8,0
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,93.2,-42.0,5195.8,0
46,admin.,married,high.school,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,93.918,-42.7,5228.1,0
49,unemployed,married,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,92.893,-46.2,5099.1,0
26,blue-collar,single,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,94.465,-41.8,5228.1,0
45,blue-collar,married,basic.4y,,yes,no,telephone,may,thu,1,999,0,nonexistent,93.994,-36.4,5191.0,0
33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,93.2,-42.0,5195.8,0
30,technician,married,university.degree,,yes,no,cellular,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
39,technician,married,professional.course,no,no,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
47,blue-collar,married,basic.6y,,yes,no,telephone,jun,tue,9,999,0,nonexistent,94.465,-41.8,5228.1,0
31,management,married,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
22,blue-collar,single,basic.6y,,,,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
47,blue-collar,married,basic.4y,,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
46,blue-collar,married,basic.9y,,no,no,telephone,may,fri,10,999,0,nonexistent,93.994,-36.4,5191.0,0
54,admin.,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
57,self-employed,married,professional.course,no,yes,yes,telephone,jul,tue,1,999,0,nonexistent,93.918,-42.7,5228.1,0
36,services,married,high.school,no,no,no,telephone,may,thu,3,999,0,nonexistent,93.994,-36.4,5191.0,0
46,blue-collar,single,basic.9y,,no,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
29,management,single,university.degree,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,93.994,-36.4,5191.0,0
48,blue-collar,married,professional.course,,yes,no,cellular,aug,thu,3,999,0,nonexistent,93.444,-36.1,5228.1,0
52,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
35,blue-collar,single,basic.9y,,yes,no,telephone,apr,fri,3,999,0,nonexistent,93.075,-47.1,5099.1,0
77,retired,married,basic.4y,no,,,cellular,jul,tue,2,3,1,success,94.215,-40.3,4991.6,1
60,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,1,999,1,failure,94.027,-38.3,4991.6,0
55,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,7,999,0,nonexistent,93.918,-42.7,5228.1,0
41,management,married,university.degree,no,no,no,telephone,may,fri,6,999,0,nonexistent,93.994,-36.4,5191.0,0
55,technician,married,university.degree,,no,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
24,admin.,single,university.degree,no,yes,no,cellular,may,wed,2,999,0,nonexistent,92.893,-46.2,5099.1,0
35,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,4,999,0,nonexistent,93.994,-36.4,5191.0,0
57,technician,married,professional.course,,no,yes,cellular,jul,thu,2,999,0,nonexistent,93.918,-42.7,5228.1,0
28,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,8,999,0,nonexistent,92.893,-46.2,5099.1,0
30,technician,married,professional.course,no,no,no,telephone,aug,wed,7,999,0,nonexistent,93.444,-36.1,5228.1,1
45,blue-collar,married,,no,yes,yes,cellular,apr,fri,1,999,0,nonexistent,93.075,-47.1,5099.1,0
27,services,single,high.school,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,93.075,-47.1,5099.1,1
33,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,93.444,-36.1,5228.1,0
54,blue-collar,divorced,basic.4y,no,no,no,telephone,may,thu,3,999,0,nonexistent,93.994,-36.4,5191.0,0
40,admin.,single,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,94.465,-41.8,5228.1,1
23,technician,single,professional.course,,yes,yes,cellular,jun,tue,1,4,3,success,94.055,-39.8,4991.6,0
25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,3,999,0,nonexistent,93.994,-36.4,5191.0,0
45,technician,single,professional.course,,yes,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,0
30,services,single,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,92.893,-46.2,5099.1,0
29,management,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
58,technician,married,,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,94.465,-41.8,5228.1,0
34,services,married,high.school,no,no,no,cellular,apr,wed,2,999,0,nonexistent,93.075,-47.1,5099.1,0
24,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,93.994,-36.4,5191.0,0
53,admin.,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,94.465,-41.8,5228.1,0
59,housemaid,married,basic.4y,,no,no,cellular,aug,tue,6,999,0,nonexistent,93.444,-36.1,5228.1,0
26,admin.,single,university.degree,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,93.918,-42.7,5228.1,0
41,self-employed,married,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,93.444,-36.1,5228.1,0
26,admin.,married,high.school,no,yes,no,cellular,apr,mon,10,999,0,nonexistent,93.075,-47.1,5099.1,0
38,self-employed,single,,no,yes,yes,cellular,jul,tue,3,999,0,nonexistent,93.918,-42.7,5228.1,0
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,2,999,0,nonexistent,93.2,-42.0,5195.8,0
40,technician,single,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,93.444,-36.1,5228.1,0
23,admin.,married,high.school,no,no,no,cellular,apr,mon,4,999,0,nonexistent,93.075,-47.1,5099.1,0
30,student,single,,no,yes,no,cellular,mar,tue,1,9,1,success,93.369,-34.8,5008.7,1
39,blue-collar,married,basic.4y,,no,yes,telephone,may,thu,5,999,0,nonexistent,93.994,-36.4,5191.0,0
27,self-employed,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,93.369,-34.8,5008.7,1
45,admin.,married,basic.9y,,no,no,telephone,jun,mon,4,999,0,nonexistent,94.465,-41.8,5228.1,0
39,blue-collar,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
39,blue-collar,married,basic.9y,,yes,no,telephone,may,tue,2,999,0,nonexistent,93.994,-36.4,5191.0,0
31,management,married,university.degree,,no,no,cellular,apr,mon,3,999,0,nonexistent,93.075,-47.1,5099.1,0
56,services,married,high.school,no,no,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
35,blue-collar,married,basic.4y,no,no,yes,cellular,may,mon,2,999,1,failure,92.893,-46.2,5099.1,0
43,admin.,divorced,high.school,no,,,cellular,apr,thu,1,999,1,failure,93.075,-47.1,5099.1,0
36,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,0
51,technician,married,professional.course,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,93.2,-42.0,5195.8,0
41,admin.,married,professional.course,,yes,no,telephone,may,fri,1,999,0,nonexistent,93.994,-36.4,5191.0,0
43,blue-collar,married,basic.4y,,yes,no,telephone,may,tue,1,999,0,nonexistent,93.994,-36.4,5191.0,0
72,retired,married,basic.4y,no,no,no,cellular,oct,fri,1,6,1,success,92.431,-26.9,5017.5,0
47,self-employed,married,basic.9y,,yes,no,cellular,nov,fri,1,999,0,nonexistent,93.2,-42.0,5195.8,0
31,self-employed,single,high.school,no,no,no,cellular,jul,tue,2,999,0,nonexistent,93.918,-42.7,5228.1,0
56,services,married,high.school,no,yes,no,cellular,jul,thu,2,999,1,failure,94.215,-40.3,4991.6,0
45,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,93.918,-42.7,5228.1,0
38,self-employed,married,university.degree,,yes,no,cellular,apr,mon,3,999,0,nonexistent,93.075,-47.1,5099.1,0
41,admin.,single,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,92.201,-31.4,5076.2,0
38,technician,married,university.degree,,no,no,telephone,may,fri,4,999,0,nonexistent,93.994,-36.4,5191.0,0
38,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,93.2,-42.0,5195.8,0
57,self-employed,single,high.school,,no,no,telephone,may,thu,4,999,0,nonexistent,93.994,-36.4,5191.0,0
25,admin.,married,high.school,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,94.465,-41.8,5228.1,0
48,management,married,university.degree,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,94.465,-41.8,5228.1,0
39,self-employed,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
60,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,6,2,success,94.215,-40.3,4991.6,1
44,admin.,single,university.degree,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,93.2,-42.0,5195.8,0
39,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,93.2,-42.0,5195.8,0
29,admin.,single,high.school,no,yes,yes,cellular,aug,mon,4,999,0,nonexistent,93.444,-36.1,5228.1,0
35,blue-collar,married,basic.9y,,no,no,telephone,may,fri,3,999,0,nonexistent,93.994,-36.4,5191.0,0
58,blue-collar,married,basic.4y,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,92.963,-40.8,5076.2,1
49,unemployed,married,university.degree,no,yes,yes,telephone,may,thu,4,999,0,nonexistent,93.994,-36.4,5191.0,0
29,technician,single,university.degree,no,,,telephone,may,mon,1,999,0,nonexistent,93.994,-36.4,5191.0,0
58,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,thu,5,999,0,nonexistent,93.2,-42.0,5195.8,0
69,entrepreneur,married,high.school,no,no,no,cellular,jun,wed,2,999,0,nonexistent,92.963,-40.8,5076.2,1
25,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,94.465,-41.8,5228.1,0
37,services,married,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,93.918,-42.7,5228.1,0
36,admin.,married,high.school,,no,yes,telephone,jun,thu,8,999,0,nonexistent,94.465,-41.8,5228.1,0
49,services,married,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,93.994,-36.4,5191.0,0
39,management,single,university.degree,,yes,no,telephone,apr,thu,2,999,0,nonexistent,93.075,-47.1,5099.1,0
60,admin.,married,,no,no,no,cellular,nov,tue,1,7,2,success,94.767,-50.8,4963.6,1
35,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,93.444,-36.1,5228.1,0
47,services,married,high.school,,no,no,cellular,may,wed,1,999,0,nonexistent,92.893,-46.2,5099.1,0
44,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,4,999,0,nonexistent,93.444,-36.1,5228.1,0
39,unemployed,married,professional.course,no,yes,no,telephone,jun,fri,6,999,0,nonexistent,94.465,-41.8,5228.1,0
49,blue-collar,married,basic.4y,,yes,no,cellular,aug,fri,3,999,0,nonexistent,93.444,-36.1,5228.1,0
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,11,999,0,nonexistent,93.444,-36.1,5228.1,0
35,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
25,student,married,university.degree,no,yes,yes,telephone,apr,thu,7,999,0,nonexistent,93.075,-47.1,5099.1,0
53,management,married,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,92.893,-46.2,5099.1,0
31,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,3,999,0,nonexistent,92.893,-46.2,5099.1,0
47,admin.,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,93.444,-36.1,5228.1,0
56,blue-collar,married,,,yes,yes,cellular,jul,mon,1,999,0,nonexistent,93.918,-42.7,5228.1,0
37,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,93.444,-36.1,5228.1,0
32,services,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,92.893,-46.2,5099.1,0
37,technician,single,professional.course,no,yes,no,cellular,aug,thu,8,999,0,nonexistent,93.444,-36.1,5228.1,0
29,management,single,basic.9y,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,93.918,-42.7,5228.1,0
35,technician,single,university.degree,no,yes,no,cellular,aug,fri,13,999,0,nonexistent,93.444,-36.1,5228.1,0
32,admin.,married,university.degree,no,no,no,telephone,may,fri,4,999,1,failure,93.876,-40.0,5008.7,0
52,blue-collar,married,basic.4y,,yes,no,telephone,jun,tue,1,999,0,nonexistent,94.465,-41.8,5228.1,0
38,technician,single,university.degree,no,no,no,cellular,nov,tue,1,999,1,failure,93.2,-42.0,5195.8,0
47,admin.,married,basic.6y,,yes,no,telephone,may,fri,6,999,0,nonexistent,93.994,-36.4,5191.0,0
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,93.075,-47.1,5099.1,0
41,admin.,married,high.school,no,no,no,telephone,jul,thu,1,999,0,nonexistent,93.918,-42.7,5228.1,0
